location,time,employment_protection_value,total_investment,r_d_research_value,gdp_growth,new_mental_health_units,population
NOR,1975,NA,NA,NA,4.952034521220867,NA,4007313
NOR,1976,NA,NA,NA,5.825551025556393,NA,4026152
NOR,1977,NA,NA,NA,4.160767212032866,NA,4043205
NOR,1978,NA,NA,NA,3.8693321385448627,NA,4058671
NOR,1979,NA,NA,NA,4.372510152308479,NA,4072517
NOR,1980,NA,NA,NA,4.564618249346907,NA,4085620
NOR,1986,NA,NA,NA,4.042325836603226,NA,4167354
NOR,1988,NA,NA,NA,-0.2553538342074262,NA,4209488
NOR,1990,NA,NA,NA,1.9324388693220413,NA,4241473
NOR,1992,NA,NA,NA,3.574403308159816,NA,4286401
NOR,1994,NA,NA,NA,5.055453525925131,NA,4336613
NOR,2017,NA,NA,NA,1.9187459119830947,NA,5276968
NOR,2018,NA,NA,NA,NA,NA,5311916
NZL,1960,NA,NA,NA,NA,NA,2371800
NZL,1961,NA,NA,NA,NA,NA,2419700
NZL,1962,NA,NA,NA,NA,NA,2482000
NZL,1963,NA,NA,NA,NA,NA,2531800
NZL,1964,NA,NA,NA,NA,NA,2585400
NZL,1965,NA,NA,NA,NA,NA,2628400
NZL,1966,NA,NA,NA,NA,NA,2675900
NZL,1967,NA,NA,NA,NA,NA,2724100
NZL,1968,NA,NA,NA,NA,NA,2748100
NZL,1969,NA,NA,NA,NA,NA,2772800
NZL,1970,NA,NA,NA,NA,NA,2810700
NZL,1971,NA,NA,NA,3.7854582493328053,NA,2853000
NZL,1972,NA,NA,NA,5.119107964799625,NA,2903900
NZL,1973,NA,NA,NA,7.800278538581878,NA,2961300
NZL,1974,NA,NA,NA,5.9934400147447775,NA,3023700
NZL,1975,NA,NA,NA,-1.7316829087663024,NA,3083100
NZL,1976,NA,NA,NA,0.928812272344004,NA,3110500
NZL,1977,NA,NA,NA,-3.9363378762103167,NA,3120200
NZL,1978,NA,NA,NA,0.3180690497388525,NA,3121200
NZL,1979,NA,NA,NA,2.1918050434370286,NA,3109000
NZL,1980,NA,NA,NA,1.2842825977238448,NA,3112900
NZL,1982,NA,NA,NA,0.9301186468689338,NA,3156100
NZL,1984,NA,NA,NA,4.79300921612284,NA,3227100
NZL,1985,NA,NA,NA,1.6146614391947054,NA,3247100
NZL,1986,NA,NA,NA,2.705800370749216,NA,3246300
NZL,1987,NA,NA,NA,-4.31110676318859,NA,3274400
NZL,1988,NA,NA,NA,2.0040305207606366,NA,3283400
NZL,1994,NA,NA,NA,5.21639123890661,NA,3620000
NZL,2017,NA,NA,NA,3.0286570425072483,NA,4793900
NZL,2018,NA,NA,NA,NA,NA,4841000
PRT,1960,NA,NA,NA,NA,NA,8857716
PRT,1961,NA,NA,NA,5.534903475675108,NA,8929316
PRT,1962,NA,NA,NA,6.614447768773715,NA,8993985
PRT,1963,NA,NA,NA,5.873702116162832,NA,9030355
PRT,1964,NA,NA,NA,6.310747382575087,NA,9035365
PRT,1965,NA,NA,NA,7.468988529943715,NA,8998595
PRT,1966,NA,NA,NA,4.077909433981162,NA,8930990
PRT,1967,NA,NA,NA,7.5444825289497714,NA,8874520
PRT,1968,NA,NA,NA,8.875509233767204,NA,8836650
PRT,1969,NA,NA,NA,2.120741161696273,NA,8757705
PRT,1970,NA,NA,NA,12.612605273950976,NA,8680431
PRT,1971,NA,NA,NA,6.631652210865795,NA,8643756
PRT,1972,NA,NA,NA,8.015696317586901,NA,8630430
PRT,1973,NA,NA,NA,11.200671017062817,NA,8633100
PRT,1974,NA,NA,NA,1.1428603616015636,NA,8754365
PRT,1975,NA,NA,NA,-4.347630946695986,NA,9093470
PRT,1976,NA,NA,NA,6.900230963104121,NA,9355810
PRT,1977,NA,NA,NA,5.6025972519713605,NA,9455675
PRT,1978,NA,NA,NA,2.8159660715583215,NA,9558250
PRT,1979,NA,NA,NA,5.638937404506052,NA,9661265
PRT,1980,NA,NA,NA,4.5893401009148675,NA,9766312
PRT,1981,NA,NA,NA,1.6181034722132495,NA,9851362
PRT,2017,NA,NA,NA,2.6798271030685044,NA,10300300
PRT,2018,NA,NA,NA,NA,NA,10283822
SWE,1960,NA,NA,NA,NA,NA,7484656
SWE,1961,NA,NA,NA,5.681537344263802,NA,7519998
SWE,1962,NA,NA,NA,4.2587729939915135,NA,7561588
SWE,1963,NA,NA,NA,5.327897810579856,NA,7604328
SWE,1964,NA,NA,NA,6.82145671417409,NA,7661354
SWE,1965,NA,NA,NA,3.8214531480115284,NA,7733853
SWE,1966,NA,NA,NA,2.0908364787674714,NA,7807797
SWE,1967,NA,NA,NA,3.3654979394282662,NA,7867931
SWE,1968,NA,NA,NA,3.6382523342360003,NA,7912273
SWE,1969,NA,NA,NA,5.009649555770437,NA,7968072
SWE,1970,NA,NA,NA,6.042008751635791,NA,8042801
SWE,1971,NA,NA,NA,0.944646242374219,NA,8098334
SWE,1972,NA,NA,NA,2.2887387961843046,NA,8122300
SWE,1973,NA,NA,NA,3.967981131100842,NA,8136312
SWE,1974,NA,NA,NA,3.1981956299181604,NA,8159955
SWE,1975,NA,NA,NA,2.5528626755674964,NA,8192437
SWE,1976,NA,NA,NA,1.0581048604984034,NA,8222286
SWE,1977,NA,NA,NA,-1.5962585823121884,NA,8251540
SWE,1978,NA,NA,NA,1.7515480432388415,NA,8275599
SWE,1979,NA,NA,NA,3.84000351457658,NA,8293678
SWE,1980,NA,NA,NA,1.699971418855938,NA,8310531
SWE,1982,NA,NA,NA,1.248664675568591,NA,8325263
SWE,1984,NA,NA,NA,4.229535244489654,NA,8336605
SWE,1986,NA,NA,NA,2.691323192250053,NA,8369829
SWE,1988,NA,NA,NA,2.5590387040103053,NA,8436489
SWE,1990,NA,NA,NA,0.7546747506454068,NA,8558835
SWE,1992,NA,NA,NA,-1.1585927388354804,NA,8668067
SWE,1994,NA,NA,NA,4.087601986832425,NA,8780745
SWE,2017,NA,NA,NA,2.2881158702649174,NA,10057698
SWE,2018,NA,NA,NA,NA,NA,10175214
USA,1960,NA,NA,NA,NA,NA,180671000
USA,1961,NA,NA,NA,2.299999999999585,NA,183691000
USA,1962,NA,NA,NA,6.100000000000037,NA,186538000
USA,1963,NA,NA,NA,4.400000000000006,NA,189242000
USA,1964,NA,NA,NA,5.800000000000267,NA,191889000
USA,1965,NA,NA,NA,6.399999999999679,NA,194303000
USA,1966,NA,NA,NA,6.500000000000327,NA,196560000
USA,1967,NA,NA,NA,2.4999999999999716,NA,198712000
USA,1968,NA,NA,NA,4.799999999999699,NA,200706000
USA,1969,NA,NA,NA,3.100000000000037,NA,202677000
USA,1970,NA,NA,NA,0.18604563637045146,NA,205052000
USA,1971,NA,NA,NA,3.2954767283617628,NA,207661000
USA,1972,NA,NA,NA,5.263262776199824,NA,209896000
USA,1973,NA,NA,NA,5.643124847552031,NA,211909000
USA,1974,NA,NA,NA,-0.5171545622252296,NA,213854000
USA,1975,NA,NA,NA,-0.19767853651944733,NA,215973000
USA,1976,NA,NA,NA,5.38609005075547,NA,218035000
USA,1977,NA,NA,NA,4.608597406531786,NA,220239000
USA,1978,NA,NA,NA,5.561684928944601,NA,222585000
USA,1979,NA,NA,NA,3.1756907501206086,NA,225055000
USA,1980,NA,NA,NA,-0.24459622520808466,NA,227225000
USA,2017,NA,NA,NA,2.273338548301666,NA,324985539
USA,2018,NA,NA,NA,NA,NA,326687501
AUS,2019,NA,NA,NA,NA,NA,25364307
AUS,NA,NA,NA,NA,NA,NA,NA
AUT,2019,NA,NA,NA,NA,NA,8877067
AUT,NA,NA,NA,NA,NA,NA,NA
BEL,2019,NA,NA,NA,NA,NA,11484055
BEL,NA,NA,NA,NA,NA,NA,NA
CAN,2019,NA,NA,NA,NA,NA,37589262
CAN,NA,NA,NA,NA,NA,NA,NA
CHE,2019,NA,NA,NA,NA,NA,8574832
CHE,NA,NA,NA,NA,NA,NA,NA
DEU,2019,NA,NA,NA,NA,NA,83132799
DEU,NA,NA,NA,NA,NA,NA,NA
DNK,2019,NA,NA,NA,NA,NA,5818553
DNK,NA,NA,NA,NA,NA,NA,NA
ESP,2019,NA,NA,NA,NA,NA,47076781
ESP,NA,NA,NA,NA,NA,NA,NA
FIN,2019,NA,NA,NA,NA,NA,5520314
FIN,NA,NA,NA,NA,NA,NA,NA
FRA,2019,NA,NA,NA,NA,NA,67059887
FRA,NA,NA,NA,NA,NA,NA,NA
GBR,2019,NA,NA,NA,NA,NA,66834405
GBR,NA,NA,NA,NA,NA,NA,NA
GRC,2019,NA,NA,NA,NA,NA,10716322
GRC,NA,NA,NA,NA,NA,NA,NA
IRL,2019,NA,NA,NA,NA,NA,4941444
IRL,NA,NA,NA,NA,NA,NA,NA
ISL,2019,NA,NA,NA,NA,NA,361313
ISL,NA,NA,NA,NA,NA,NA,NA
ITA,2019,NA,NA,NA,NA,NA,60297396
ITA,NA,NA,NA,NA,NA,NA,NA
JPN,2019,NA,NA,NA,NA,NA,126264931
JPN,NA,NA,NA,NA,NA,NA,NA
LUX,2019,NA,NA,NA,NA,NA,619896
LUX,NA,NA,NA,NA,NA,NA,NA
NLD,2019,NA,NA,NA,NA,NA,17332850
NLD,NA,NA,NA,NA,NA,NA,NA
NOR,2019,NA,NA,NA,NA,NA,5347896
NOR,NA,NA,NA,NA,NA,NA,NA
NZL,2019,NA,NA,NA,NA,NA,4917000
NZL,NA,NA,NA,NA,NA,NA,NA
PRT,2019,NA,NA,NA,NA,NA,10269417
PRT,NA,NA,NA,NA,NA,NA,NA
SWE,2019,NA,NA,NA,NA,NA,10285453
SWE,NA,NA,NA,NA,NA,NA,NA
USA,2019,NA,NA,NA,NA,NA,328239523
USA,NA,NA,NA,NA,NA,NA,NA
